id,id,text,product,sentiment,is_google,is_apple,has_sentiment,pos_sentiment
1977,1977.0,Just won an iPad 2 at sxsw thanks to @mention fxsw,iPad,positive,0.0,1.0,1.0,1.0
1978,1978.0,Just got an iPad courtesy of a random stranger on the street...an Apple investor at sxsw ... THANK YOU!!!! Utter... {link},iPad,positive,0.0,1.0,1.0,1.0
1979,1979.0,@mention An iPad is cheaper than most laptops. newsapps sxsw,iPad,positive,0.0,1.0,1.0,1.0
1980,1980.0,Is there an iPhone app that people use for SXSW scheduling? This @mention is awesome but there isn't an app! flummoxed,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
1986,1986.0,@mention and @mention shooting some videos at sxsw. PS - that is a pic from an iPad 2. {link},iPad,positive,0.0,1.0,1.0,1.0
1993,1993.0,"Check in and offers through Google, cool. {link} SXSW",Google,positive,1.0,0.0,1.0,1.0
1998,1998.0,@mention Android just got a big call out at sxsw in they gamelayer opening keynote. I knew you'd appreciate.,Android,positive,1.0,0.0,1.0,1.0
1999,1999.0,@mention Android needs a way to group apps like you can now do with iPad/iPod. SXSW hhrs,Android,negative,1.0,0.0,1.0,0.0
2002,2002.0,"Awesome hands on review of the iPad 2 coming tomorrow on @mention , guest post by @mention - he's at SXSW",iPad,positive,0.0,1.0,1.0,1.0
2005,2005.0,LonelyPlanet Austin iPhone app is a (free!) godsend. GPS-aware map of the city without the need for 3G or WiFi! sxsw,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2008,2008.0,Lonely Planet releases free Austin city guide iPhone app for SXSW. Like there aren't enough apps cluttering up your handset.,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
2010,2010.0,Lonely Planet's new iPhone Austin city guide is free March 9-15 for those going to SXSW! {link} travel,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2013,2013.0,The day Bank of America launched their iPhone app they got 250k new customers bankinnovation SXSW,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2017,2017.0,@mention another google social failure? sxsw,Google,negative,1.0,0.0,1.0,0.0
2021,2021.0,mom...I want my ipad 2 back! {link} thingsthatdontgotogether sxsw Lisa Rinna,iPad,positive,0.0,1.0,1.0,1.0
2022,2022.0,I don't want to lose your love google SXSW,Google,positive,1.0,0.0,1.0,1.0
2023,2023.0,So brilliant. Rosso used a google  doc to paste in a recipe to make mothers think they generated a recipe for her. leanstartup sxsw,Other Google product or service,positive,1.0,0.0,1.0,1.0
2025,2025.0,what company company has the best supply chain? Walmart and Apple behance sxsw,Apple,positive,0.0,1.0,1.0,1.0
2027,2027.0,"Is there any way of deleting an app that won't stop loading on the iPhone? Draining my power, but no 'x' to cancel. Help me, SXSW.",iPad or iPhone App,negative,0.0,1.0,1.0,0.0
2030,2030.0,Great recap of a seemingly great sxsw session: RT @mention Relive the wonder that was the Google v Bing panel: {link},Google,positive,1.0,0.0,1.0,1.0
2031,2031.0,Great recap of Google/Bing Q/A session on website ranking SXSW qagb {link} (via @mention cc: @mention,Google,positive,1.0,0.0,1.0,1.0
2032,2032.0,"iPad 2 Graphics Much Faster Than iPad 1, Motorola Xoom {link} @mention tech SXSW",iPad,positive,0.0,1.0,1.0,1.0
2033,2033.0,sxsw evaporation @mention @mention Business model is the platform; iPhone app makes tools available to developers,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2036,2036.0,I hope  apple approves iRelay social network for mobile photo sharing app before SXSW. Easier to share with people of they can download,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2038,2038.0,A major Apple iOS update the day before SXSW? What genius project manager came up with that brilliant idea? NoWhammies,Apple,negative,0.0,1.0,1.0,0.0
2039,2039.0,@mention Apple is great at turning the new into the old  SXSW,Apple,positive,0.0,1.0,1.0,1.0
2040,2040.0,Sweet... Apple listened to us!  A temp Apple Store near SXSW for iPad2 launch!  {link},Apple,positive,0.0,1.0,1.0,1.0
2041,2041.0,@mention Apple pop-up store at sxsw was 5 blocks long! BetterThingsToDo,Apple,negative,0.0,1.0,1.0,0.0
2042,2042.0,Does the apple pop-up store still have iPads? sxsw sxswi,iPad,positive,0.0,1.0,1.0,1.0
2043,2043.0,"Love the Apple pop-up store at SXSW. So freaking smart. Now, one question. Will AT&amp;T bring trucks for signal again? Please say yes.",Apple,positive,0.0,1.0,1.0,1.0
2045,2045.0,"At SXSW, Apple schools the marketing experts - CNET {link} sxsw",Apple,positive,0.0,1.0,1.0,1.0
2046,2046.0,"At SXSW, Apple schools the marketing experts {link}  SXSW",Apple,positive,0.0,1.0,1.0,1.0
2047,2047.0,"At SXSW, Apple schools the marketing experts {link} /via @mention SXSW Apple",Apple,positive,0.0,1.0,1.0,1.0
2048,2048.0,"At SXSW, Apple schools the marketing experts {link} Apple JobsCo SXSW",Apple,positive,0.0,1.0,1.0,1.0
2051,2051.0,"At SXSW, Apple schools the marketing experts: {link} via @mention sxsw apple marketing",Apple,positive,0.0,1.0,1.0,1.0
2052,2052.0,clever - Apple set to open popup shop in core of SXSW action {link},Apple,positive,0.0,1.0,1.0,1.0
2055,2055.0,"RE: temp Apple store--great move, they really need help with brand recognition :) In all seriousness, pretty cool. SXSW",Apple,positive,0.0,1.0,1.0,1.0
2058,2058.0,Come on Apple! Why cant I have spell-checking without auto-correct? Must it be all or nothing? Grrr sxsw,Apple,negative,0.0,1.0,1.0,0.0
2060,2060.0,@mention apple's making a temp store for SXSW 2011 for u to get an iPad 2 !! {link},iPad,positive,0.0,1.0,1.0,1.0
2071,2071.0,"Not to fear, SXSW attendees... you can pick up your iPad 2s from Apple's Austin pop-up shop! {link} via @mention",iPad,positive,0.0,1.0,1.0,1.0
2074,2074.0,"as the search from sxsw via twitter does not work, check out google's real time search, at least you get some results sxsw",Other Google product or service,positive,1.0,0.0,1.0,1.0
2086,2086.0,Tried Square?? It's a credit card reader for iPhone and Android. Amazingly simple. SXSW impressed. {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2087,2087.0,@mention arg. It won't load on me iPhone. Not via the app store or the site. Just trying to sxsw it and am feelin so out of touch.,iPhone,negative,0.0,1.0,1.0,0.0
2088,2088.0,"had to charge the iphone every 6hours here on sxsw. running it on lowest possible screen brightness. apple, fix your basics!",iPhone,negative,0.0,1.0,1.0,0.0
2090,2090.0,iPhone charging party in the hallway. UX and IA professionals unite! sxsw,iPhone,positive,0.0,1.0,1.0,1.0
2096,2096.0,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. sxsw",Google,positive,1.0,0.0,1.0,1.0
2097,2097.0,I go to bars and get free drinks because I have an iPhone. doesdroid SXSW,iPhone,positive,0.0,1.0,1.0,1.0
2099,2099.0,Such a smart idea RT @mention w00t! @mention wrote about our hollergram iPad app for sxsw!  {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2100,2100.0,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. SxSW,Google,positive,1.0,0.0,1.0,1.0
2101,2101.0,Google's art project would be a great virtual field trip for kids! Museums around the world! edtech sxsw,Other Google product or service,positive,1.0,0.0,1.0,1.0
2102,2102.0,Good CNN article on why SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2105,2105.0,Android party sxsw (@mention Lustre Pearl Bar w/ 36 others) {link},Android,positive,1.0,0.0,1.0,1.0
2112,2112.0,Apple = case study of great mktg. At SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link},Apple,positive,0.0,1.0,1.0,1.0
2117,2117.0,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. sxsw prepared  ILoveaSurprise {link}",iPad,positive,0.0,1.0,1.0,1.0
2118,2118.0,"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley SXSW",Other Google product or service,negative,1.0,0.0,1.0,0.0
2121,2121.0,@mention at cnngrill sxsw rockin the iphone couldn't be cooler {link},iPhone,positive,0.0,1.0,1.0,1.0
2123,2123.0,"NYT, WSJ at SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!",iPad or iPhone App,negative,0.0,1.0,1.0,0.0
2124,2124.0,"@mention at SXSW, 9 out of 10 attendees have MAC or iPad.",iPad,positive,0.0,1.0,1.0,1.0
2126,2126.0,@mention at sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention,Apple,positive,0.0,1.0,1.0,1.0
2127,2127.0,@mention at sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention,Apple,positive,0.0,1.0,1.0,1.0
2128,2128.0,@mention at sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;Û,Apple,positive,0.0,1.0,1.0,1.0
2129,2129.0,@mention at sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},Google,positive,1.0,0.0,1.0,1.0
2131,2131.0,@mention at SXSW! Be the first to send us a pic of @mention and get a free download of our game! Android videogame smartphone,Android App,positive,1.0,0.0,1.0,1.0
2134,2134.0,I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} sxsw ipad2,Apple,positive,0.0,1.0,1.0,1.0
2135,2135.0,I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. SXSW newapplestoreaustin,Apple,positive,0.0,1.0,1.0,1.0
2136,2136.0,I love that Apple was smart enough to have a popup SXSW store. Story (+ map!) {link} tip @mention,Apple,positive,0.0,1.0,1.0,1.0
2139,2139.0,80s band at google/ACLU 1986 party rocks  SXSW  {link},Google,positive,1.0,0.0,1.0,1.0
2140,2140.0,"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at sxsw awesometiming",iPad,positive,0.0,1.0,1.0,1.0
2143,2143.0,"Oh, is that my excuse:? RT @mention RT @mention at sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;",Apple,positive,0.0,1.0,1.0,1.0
2145,2145.0,Wonder what percentage of SXSW interactive participants have an iPhone. It's gotta be high,iPhone,positive,0.0,1.0,1.0,1.0
2147,2147.0,@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! androidsxsw sxsw,Android,positive,1.0,0.0,1.0,1.0
2148,2148.0,Geek out at the sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link},iPad,positive,0.0,1.0,1.0,1.0
2151,2151.0,"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, sxsw.",iPad,positive,0.0,1.0,1.0,1.0
2154,2154.0,The line at the popup Apple Store is phenomenal. sxsw apple ipad2  {link},Apple,positive,0.0,1.0,1.0,1.0
2157,2157.0,"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. sxsw vb (@mention  {link}",Apple,positive,0.0,1.0,1.0,1.0
2160,2160.0,bout to watch the @mention live at SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.,iPad,positive,0.0,1.0,1.0,1.0
2161,2161.0,Another late start at sxsw sxswi damn you google and your rocking 80's party,Google,positive,1.0,0.0,1.0,1.0
2162,2162.0,The Spasmatics are rockin' it at the ACLU / Google party. sxsw,Google,positive,1.0,0.0,1.0,1.0
2164,2164.0,"Great location choice, and nice timing for iPad2 launch: Apple, HP 'popping' in for SXSW {link}",iPad,positive,0.0,1.0,1.0,1.0
2165,2165.0,Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! sxsw,Android App,positive,1.0,0.0,1.0,1.0
2169,2169.0,iPhone battery doesn't last long under sxsw usage,iPhone,negative,0.0,1.0,1.0,0.0
2174,2174.0,We just launched SPIN's iPad app at SXSW. Tons of music photos videos and more! Whatcha think? {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2183,2183.0,"I don't have a television, but still have a two-screen expierence: iPhone and iPad. psych SXSW",iPhone,positive,0.0,1.0,1.0,1.0
2185,2185.0,"The ppl have spoken &quot;great SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: qagb sxswi",Google,positive,1.0,0.0,1.0,1.0
2186,2186.0,"Anyone leaving sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry.",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2187,2187.0,Google Saving Drivers Time and Fuel {link} seo sem googlemaps mobile topnews sxsw,Other Google product or service,positive,1.0,0.0,1.0,1.0
2188,2188.0,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; sxsw,iPad,positive,0.0,1.0,1.0,1.0
2190,2190.0,iPad giveaway for using @mention at sxsw {link},iPad,positive,0.0,1.0,1.0,1.0
2192,2192.0,Win this awesome iPad from QuiBids and custom @mention case if we catch you at SXSW wearing an openbeta VIP badge!,iPad,positive,0.0,1.0,1.0,1.0
2193,2193.0,@mention awesome. I traded in sxsw last year for the iPad 1.,iPad,positive,0.0,1.0,1.0,1.0
2194,2194.0,"RT haha, awesomely rad iPad app by @mention {link} hollergram sxsw (via @mention",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2195,2195.0,"RT haha, awesomely rad iPad app by @mention {link} hollergram sxsw (via @mention @mention",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2196,2196.0,Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention sxsw smartthings,Android,positive,1.0,0.0,1.0,1.0
2198,2198.0,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for SXSW! {link}",iPad,positive,0.0,1.0,1.0,1.0
2199,2199.0,Giving away an iPad 2 at this panel. Wish me luck! sxsw,iPad,positive,0.0,1.0,1.0,1.0
2200,2200.0,Giving away an iPad to sharers who invite the most friends to join AOS this SXSW @mention The Ginger Man {link},iPad,positive,0.0,1.0,1.0,1.0
2201,2201.0,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. SXSW fashion",Apple,positive,0.0,1.0,1.0,1.0
2203,2203.0,"Have to say, pretty smart timing for Apple to drop the ipad2 right on top of SXSW. it's nearly all that anyones talking about.",iPad,positive,0.0,1.0,1.0,1.0
2207,2207.0,"Marissa Mayer sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more",Google,positive,1.0,0.0,1.0,1.0
2211,2211.0,Marissa Mayer from @mention &quot;mobile is a cursor&quot; SXSW ... Demo of next gen google maps is really impressive btw,Other Google product or service,positive,1.0,0.0,1.0,1.0
2212,2212.0,Marissa Mayer of Google speaking at SXSW mobile phone usage of google maps surpassed online use in the past couple months,Other Google product or service,positive,1.0,0.0,1.0,1.0
2216,2216.0,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations SXSW -KEK",Other Google product or service,positive,1.0,0.0,1.0,1.0
2219,2219.0,"Marissa Mayer, VP Consumer Products for Google, doing great job at SXSW. Audience has tons of respect for what Google is doing w/ location.",Google,positive,1.0,0.0,1.0,1.0
2221,2221.0,"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. sxsw webvisions",Google,positive,1.0,0.0,1.0,1.0
2222,2222.0,Marissa Mayer: Google wil connect the digital &amp; physical worlds through mobile  {link}  SXSW,Google,positive,1.0,0.0,1.0,1.0
2229,2229.0,"Marissa Mayer: Google maps should have better customer service, quicker responses. sxsw FH",Other Google product or service,negative,1.0,0.0,1.0,0.0
2237,2237.0,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} google sxsw mobile hotpot,Google,positive,1.0,0.0,1.0,1.0
2238,2238.0,Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot sxsw,Other Google product or service,positive,1.0,0.0,1.0,1.0
2240,2240.0,Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone sxsw,iPad,negative,0.0,1.0,1.0,0.0
2242,2242.0,Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. SXSW checkins,Google,positive,1.0,0.0,1.0,1.0
2243,2243.0,really amazing to see so many people putting up with Apple's Notes app on the iPad at SXSW,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
2244,2244.0,really amazing to see so many people putting up with Apple's Notes app on the iPad at SXSW:  {link},iPad or iPhone App,negative,0.0,1.0,1.0,0.0
2245,2245.0,Google web fonts...pretty... sxsw tradeshow {link},Other Google product or service,positive,1.0,0.0,1.0,1.0
2247,2247.0,Chrome Web Store: Google calls it the HTML5 Hot Tub sxsw steamy hot nerds,Other Google product or service,positive,1.0,0.0,1.0,1.0
2252,2252.0,Apple grabbed the tablet mindshare at sxsw but RIM owns one of the most popular events. foodspotting mnbuzz  {link},Apple,positive,0.0,1.0,1.0,1.0
2264,2264.0,@mention Best thing I've heard at SXSW &quot;I gave my iPad 2 money to Japan relief. I don't need an iPad 2.(@mention @mention SXSWGOOD,iPad,negative,0.0,1.0,1.0,0.0
2265,2265.0,RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you SXSW-sters great App from MadebyMany,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2266,2266.0,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} sxsw",Google,positive,1.0,0.0,1.0,1.0
2272,2272.0,Too quotable --&gt; RT ÛÏ@mention &quot;Apple is the most elegant fascist company in America.&quot; flip-board SXSW,Apple,negative,0.0,1.0,1.0,0.0
2274,2274.0,@mention blogging from your iPad notes the next step. Hope you are having a great time. SXSW,iPad,positive,0.0,1.0,1.0,1.0
2275,2275.0,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey sxsw ... jump on that.,iPhone,negative,0.0,1.0,1.0,0.0
2282,2282.0,Excited about sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.,Google,positive,1.0,0.0,1.0,1.0
2284,2284.0,Talking about iPad's usefulness for developers. We're not nerds at all. sxsw,iPad,positive,0.0,1.0,1.0,1.0
2287,2287.0,redbull bpm DJ iPad app is powering this party. sxsw DTas   @mention Republic Live {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2290,2290.0,Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your sxsw week off right! studentsforcleanwater.org/rsvp,Google,positive,1.0,0.0,1.0,1.0
2296,2296.0,Google Labs' Fusion Tables made Election Day Foursquare visualization possible SXSW ^PR,Other Google product or service,positive,1.0,0.0,1.0,1.0
2298,2298.0,I'm late but finally here at gsdm google SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.,Google,positive,1.0,0.0,1.0,1.0
2299,2299.0,"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. SXSW gsdm",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2300,2300.0,"Should I buy an iPad for @mention at the makeshift sxsw Apple Store on launch day? Fuck no, I respect him too much... wwsxsw",iPad,negative,0.0,1.0,1.0,0.0
2303,2303.0,"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. SXSW",Other Google product or service,negative,1.0,0.0,1.0,0.0
2311,2311.0,The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's SXSW,iPad,positive,0.0,1.0,1.0,1.0
2320,2320.0,"SXSW macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}",iPad,positive,0.0,1.0,1.0,1.0
2322,2322.0,@mention Can not wait for iPad 2 also. They should sale them down at SXSW.,iPad,positive,0.0,1.0,1.0,1.0
2340,2340.0,sxsw enchantment: @mention &quot;No one uses Windows voluntarily.&quot; &quot;Apple is greatest collection of egomaniacs in history.&quot; haha,Apple,negative,0.0,1.0,1.0,0.0
2341,2341.0,"sxsw enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese",iPhone,negative,0.0,1.0,1.0,0.0
2345,2345.0,@mention check it. RT @mention SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2346,2346.0,@mention check out @mention awesome dj skills on the iPad while u are at SXSW,iPad,positive,0.0,1.0,1.0,1.0
2347,2347.0,"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} SXSW",iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2350,2350.0,@mention check out our eventseekr app launching at sxsw keep updated on parties. Android: {link} iPhone app on its way,Android App,positive,1.0,0.0,1.0,1.0
2351,2351.0,"@mention check out Smyle (for Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. SXSW app",Android App,positive,1.0,0.0,1.0,1.0
2352,2352.0,About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. sxsw,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2353,2353.0,@mention Check the latest stream at Apple's store at SXSW {link} . ipad2 here I come. PLAYSXSW,iPad,positive,0.0,1.0,1.0,1.0
2354,2354.0,@mention Check the latest stream at Apple's store at SXSW {link} . iPad2 wait for me  PLAYSXSW,iPad,positive,0.0,1.0,1.0,1.0
2356,2356.0,"Just launched the pop-up Apple Store at SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days.",Apple,negative,0.0,1.0,1.0,0.0
2357,2357.0,saveustechies panel at sxsw getting off to a great start with a video on the surui carbon project by google {link},Google,positive,1.0,0.0,1.0,1.0
2360,2360.0,"Stupid technology! You always fail at important times! At SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen.",iPhone,negative,0.0,1.0,1.0,0.0
2366,2366.0,It's official: people using the iPad 2 to take photos just look weird. SXSW,iPad,negative,0.0,1.0,1.0,0.0
2367,2367.0,It's official: We'll be presenting Filmaster for iPhone in the contest of world's best mobile apps at SXSW !!! {link},iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2369,2369.0,It's official! I'm buying an iPad. SXSW elevate,iPad,positive,0.0,1.0,1.0,1.0
2374,2374.0,Pretty excited about the Apple Pop Up Store coming to SXSW {link},Apple,positive,0.0,1.0,1.0,1.0
2375,2375.0,Pretty excited for @mention iPad session uxdes sxsw,iPad,positive,0.0,1.0,1.0,1.0
2376,2376.0,Pretty excited for my iPhone to stop working sxsw AT&amp;T,iPhone,negative,0.0,1.0,1.0,0.0
2379,2379.0,We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the iPad2 later today at the SXSW PopUp Apple Store,iPad,positive,0.0,1.0,1.0,1.0
2381,2381.0,iPad2 rocks SXSW (@mention Apple POP UP Store) {link},iPad,positive,0.0,1.0,1.0,1.0
2390,2390.0,My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? sxsw,iPad,positive,0.0,1.0,1.0,1.0
2391,2391.0,.crowdbeacon has put together a guide to sxsw at {link} The latest update to their iPhone app is going to be sick.,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2392,2392.0,"On its second day in business, the Apple pop-up store appears to be trending. sxsw vb (@mention Apple Store, SXSW) [pic]: {link}",Apple,positive,0.0,1.0,1.0,1.0
2394,2394.0,At SXSW conf and EVERYONE has a Mac or Ipad (including me). What happened to the PC? Is it becoming obsolete?,iPad,positive,0.0,1.0,1.0,1.0
2395,2395.0,@mention congrats on the first iPad 2 at sxsw,iPad,positive,0.0,1.0,1.0,1.0
2396,2396.0,@mention Congrats on your iPhone app being featured at SXSW!,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
2397,2397.0,@mention Congratulations on winning the Android award! :) sxsw,Android,positive,1.0,0.0,1.0,1.0
2398,2398.0,"@mention congratulations, sent from Seesmic on my Android phone, at SXSW!",Android App,positive,1.0,0.0,1.0,1.0
2402,2402.0,Trying 2 convince @mention 2 watch the launch of google Social network at SXSW . I didn't know there was going to be comedy?!,Other Google product or service,negative,1.0,0.0,1.0,0.0
2403,2403.0,"@mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  sxsw",iPhone,positive,0.0,1.0,1.0,1.0
2404,2404.0,"Could be cool. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} sxsw",Other Google product or service,positive,1.0,0.0,1.0,1.0
2405,2405.0,"Eating a coolhaus ice cream sandwich at the Google party. Hmmm, happy. sxsw",Google,positive,1.0,0.0,1.0,1.0
2406,2406.0,I really could use one of those tiny MacBook Airs. Did I read that Apple set up a temporary store at SXSW? Where is it? SXSW,Apple,positive,0.0,1.0,1.0,1.0
2410,2410.0,@mention crew ripped up Android party - thanks for having us Droid! {link} sxsw,Android,positive,1.0,0.0,1.0,1.0
2412,2412.0,The data crunch at SXSW is crippling Google Voice. Back to regular texting we go...,Other Google product or service,negative,1.0,0.0,1.0,0.0
2413,2413.0,new product idea: pants with a built in iphone charging dock built into the pocket! sxsw,iPhone,positive,0.0,1.0,1.0,1.0
2414,2414.0,"True,expect more insidious approaches, like Apple subscriptions. RT @mention {link} . Disgraceful.  libraries sxsw",Apple,negative,0.0,1.0,1.0,0.0
2421,2421.0,"bjdproductions Before It Even Begins, Apple Wins SXSW {link} tech",Apple,positive,0.0,1.0,1.0,1.0
2423,2423.0,{link} Security guard enjoying the iPad2 at the Apple Store in Austin... sxsw,iPad,positive,0.0,1.0,1.0,1.0
2427,2427.0,Unimitated - Fingerprint Security Scan - {link} iTunes ipad2 1990style SXSW,iPad,positive,0.0,1.0,1.0,1.0
2432,2432.0,tech iPad 2 Gets Temporary Apple_Store for SXSW {link},iPad,positive,0.0,1.0,1.0,1.0
2433,2433.0,"Also, iPad 2 ordered. Now I don't have to stand in line, wasting valuable fellowship time. sxsw",iPad,positive,0.0,1.0,1.0,1.0
2434,2434.0,"Discovered a new conversation icebreaker: &quot;Hey, is that the new iPad 2? Why yes it is...&quot; SXSW social",iPad,positive,0.0,1.0,1.0,1.0
2435,2435.0,I composed a tweet so acerbic and cynical about ipad users that my phone crashed and dumped all my apps. twitterpower sxsw imthatgood,iPad,negative,0.0,1.0,1.0,0.0
2437,2437.0,Wish I had an iPad right now. Lasts longer than the phone and not as awkward as the laptop. SXSW,iPad,positive,0.0,1.0,1.0,1.0
2438,2438.0,That could be dangerous RT @mention Sweet...Apple listened to us!  A temp Apple Store near SXSW for iPad2 launch!  {link},Apple,positive,0.0,1.0,1.0,1.0
2441,2441.0,Google and Bing meet at SXSW after their lovers tiff last month but it seems to have been disappointingly friendly {link},Google,negative,1.0,0.0,1.0,0.0
2442,2442.0,Google and Bing page rank panel is ridiculously crowded. Is Al Franken or Justin Timberlake here? sxsw {link},Google,negative,1.0,0.0,1.0,0.0
2449,2449.0,Major iPad design flaw: the SXSW Go iPad app. It doesn't stay open when you switch apps! ipaddesignheadaches sxsw,iPad or iPhone App,negative,0.0,1.0,1.0,0.0
2451,2451.0,I'm headed down to SXSW to hear a talk on integrated social network dynamics and team synergy.  I've got my iPad ready to go.,iPad,positive,0.0,1.0,1.0,1.0
2452,2452.0,"When bored during a keynote sxsw, use your iPad to draw a picture - even if you are not a good artist!  {link} sxswi",iPad,positive,0.0,1.0,1.0,1.0
2454,2454.0,Your brand focus? RT @mention 'Trust of Zappos + Likability of Virgin + Product of Apple' - recipe for success @mention SXSW,Apple,positive,0.0,1.0,1.0,1.0
2455,2455.0,"When brand focuses on purpose, not object, they survive &amp; succeed. Google: not search, useful info. Nike: not sneakers, performance. sxsw",Google,positive,1.0,0.0,1.0,1.0
2456,2456.0,Unexpected geekout moment of sxsw so far: talked with the guys who are bringing the Traveller RPG to the iPhone.,iPad or iPhone App,positive,0.0,1.0,1.0,1.0
